round,per_round_epsilon,accuracy,precision,recall,f1_score,roc_auc,pr_auc,num_samples
10,0.5,14.534415787816167,39788,0.5232733487483664,0.45554789800137835,0.29482604817127567,0.35797454643920934,0.5028038349953944,0.4521921759042115,9947
11,0.5,14.534415787816167,39788,,,,,,,
12,0.5,14.534415787816167,39788,,,,,,,
13,0.5,14.534415787816167,39788,,,,,,,
14,0.5,14.534415787816167,39788,,,,,,,
15,0.5,14.534415787816167,39788,,,,,,,
16,0.5,14.534415787816167,39788,,,,,,,
17,0.5,14.534415787816167,39788,,,,,,,
18,0.5,14.534415787816167,39788,,,,,,,
19,0.5,14.534415787816167,39788,,,,,,,
20,0.5,14.534415787816167,39788,0.5351362219764754,0.45949074074074076,0.17707404103479035,0.25563425627817127,0.5030528543083526,0.45233000271935525,9947
21,0.5,14.534415787816167,39788,,,,,,,
22,0.5,14.534415787816167,39788,,,,,,,
23,0.5,14.534415787816167,39788,,,,,,,
24,0.5,14.534415787816167,39788,,,,,,,
25,0.5,14.534415787816167,39788,,,,,,,
26,0.5,14.534415787816167,39788,,,,,,,
27,0.5,14.534415787816167,39788,,,,,,,
28,0.5,14.534415787816167,39788,,,,,,,
29,0.5,14.534415787816167,39788,,,,,,,
30,0.5,14.534415787816167,39788,0.45822861164170103,0.45264259549973834,0.9645405887600357,0.616140750765724,0.5035955735306676,0.4525768745719453,9947
31,0.5,14.534415787816167,39788,,,,,,,
32,0.5,14.534415787816167,39788,,,,,,,
33,0.5,14.534415787816167,39788,,,,,,,
34,0.5,14.534415787816167,39788,,,,,,,
35,0.5,14.534415787816167,39788,,,,,,,
36,0.5,14.534415787816167,39788,,,,,,,
37,0.5,14.534415787816167,39788,,,,,,,
38,0.5,14.534415787816167,39788,,,,,,,
39,0.5,14.534415787816167,39788,,,,,,,
40,0.5,14.534415787816167,39788,0.45792701316979995,0.4524607329842932,0.9636485280999108,0.61579022374234,0.503241068003827,0.452399969669946,9947
41,0.5,14.534415787816167,39788,,,,,,,
42,0.5,14.534415787816167,39788,,,,,,,
43,0.5,14.534415787816167,39788,,,,,,,
44,0.5,14.534415787816167,39788,,,,,,,
45,0.5,14.534415787816167,39788,,,,,,,
46,0.5,14.534415787816167,39788,,,,,,,
47,0.5,14.534415787816167,39788,,,,,,,
48,0.5,14.534415787816167,39788,,,,,,,
49,0.5,14.534415787816167,39788,,,,,,,
50,0.5,14.534415787816167,39788,0.5028651854830603,0.45234649576183583,0.487957181088314,0.4694775238708293,0.501529386809945,0.45154908477541233,9947
1,0.5,9.689610525210778,39788,,,,,,,
2,0.5,9.689610525210778,39788,,,,,,,
3,0.5,9.689610525210778,39788,,,,,,,
4,0.5,9.689610525210778,39788,,,,,,,
5,0.5,9.689610525210778,39788,,,,,,,
6,0.5,9.689610525210778,39788,,,,,,,
7,0.5,9.689610525210778,39788,,,,,,,
8,0.5,9.689610525210778,39788,,,,,,,
9,0.5,9.689610525210778,39788,,,,,,,
10,0.5,9.689610525210778,39788,0.5492108173318588,0.0,0.0,0.0,0.5,0.45078918266814116,9947
11,0.5,9.689610525210778,39788,,,,,,,
12,0.5,9.689610525210778,39788,,,,,,,
13,0.5,9.689610525210778,39788,,,,,,,
14,0.5,9.689610525210778,39788,,,,,,,
15,0.5,9.689610525210778,39788,,,,,,,
16,0.5,9.689610525210778,39788,,,,,,,
17,0.5,9.689610525210778,39788,,,,,,,
18,0.5,9.689610525210778,39788,,,,,,,
19,0.5,9.689610525210778,39788,,,,,,,
20,0.5,9.689610525210778,39788,0.5492108173318588,0.0,0.0,0.0,0.5,0.45078918266814116,9947
21,0.5,9.689610525210778,39788,,,,,,,
22,0.5,9.689610525210778,39788,,,,,,,
23,0.5,9.689610525210778,39788,,,,,,,
24,0.5,9.689610525210778,39788,,,,,,,
25,0.5,9.689610525210778,39788,,,,,,,
26,0.5,9.689610525210778,39788,,,,,,,
27,0.5,9.689610525210778,39788,,,,,,,
28,0.5,9.689610525210778,39788,,,,,,,
29,0.5,9.689610525210778,39788,,,,,,,
30,0.5,9.689610525210778,39788,0.4996481351161154,0.45053180814770216,0.5006690454950936,0.474279074680469,0.49973961152660595,0.4506603232126582,9947
31,0.5,9.689610525210778,39788,,,,,,,
32,0.5,9.689610525210778,39788,,,,,,,
33,0.5,9.689610525210778,39788,,,,,,,
34,0.5,9.689610525210778,39788,,,,,,,
35,0.5,9.689610525210778,39788,,,,,,,
36,0.5,9.689610525210778,39788,,,,,,,
37,0.5,9.689610525210778,39788,,,,,,,
38,0.5,9.689610525210778,39788,,,,,,,
39,0.5,9.689610525210778,39788,,,,,,,
40,0.5,9.689610525210778,39788,0.5247813411078717,0.4589110585052418,0.3026315789473684,0.3647359225910496,0.5048761043190073,0.4532471187767374,9947
41,0.5,9.689610525210778,39788,,,,,,,
42,0.5,9.689610525210778,39788,,,,,,,
43,0.5,9.689610525210778,39788,,,,,,,
44,0.5,9.689610525210778,39788,,,,,,,
45,0.5,9.689610525210778,39788,,,,,,,
46,0.5,9.689610525210778,39788,,,,,,,
47,0.5,9.689610525210778,39788,,,,,,,
48,0.5,9.689610525210778,39788,,,,,,,
49,0.5,9.689610525210778,39788,,,,,,,
50,0.5,9.689610525210778,39788,0.45078918266814116,0.45078918266814116,1.0,0.621439955651029,0.5,0.45078918266814116,9947
1,0.5,9.689610525210778,39788,,,,,,,
2,0.5,9.689610525210778,39788,,,,,,,
3,0.5,9.689610525210778,39788,,,,,,,
4,0.5,9.689610525210778,39788,,,,,,,
5,0.5,9.689610525210778,39788,,,,,,,
6,0.5,9.689610525210778,39788,,,,,,,
7,0.5,9.689610525210778,39788,,,,,,,
8,0.5,9.689610525210778,39788,,,,,,,
9,0.5,9.689610525210778,39788,,,,,,,
10,0.5,9.689610525210778,39788,0.5481049562682215,0.44554455445544555,0.010035682426404995,0.019629225736095966,0.4998924522327888,0.45073654924495404,9947
11,0.5,9.689610525210778,39788,,,,,,,
12,0.5,9.689610525210778,39788,,,,,,,
13,0.5,9.689610525210778,39788,,,,,,,
14,0.5,9.689610525210778,39788,,,,,,,
15,0.5,9.689610525210778,39788,,,,,,,
16,0.5,9.689610525210778,39788,,,,,,,
17,0.5,9.689610525210778,39788,,,,,,,
18,0.5,9.689610525210778,39788,,,,,,,
19,0.5,9.689610525210778,39788,,,,,,,
20,0.5,9.689610525210778,39788,0.45078918266814116,0.45078918266814116,1.0,0.621439955651029,0.5,0.45078918266814116,9947
21,0.5,9.689610525210778,39788,,,,,,,
22,0.5,9.689610525210778,39788,,,,,,,
23,0.5,9.689610525210778,39788,,,,,,,
24,0.5,9.689610525210778,39788,,,,,,,
25,0.5,9.689610525210778,39788,,,,,,,
26,0.5,9.689610525210778,39788,,,,,,,
27,0.5,9.689610525210778,39788,,,,,,,
28,0.5,9.689610525210778,39788,,,,,,,
29,0.5,9.689610525210778,39788,,,,,,,
30,0.5,9.689610525210778,39788,0.5492108173318588,0.0,0.0,0.0,0.5,0.45078918266814116,9947
31,0.5,9.689610525210778,39788,,,,,,,
32,0.5,9.689610525210778,39788,,,,,,,
33,0.5,9.689610525210778,39788,,,,,,,
34,0.5,9.689610525210778,39788,,,,,,,
35,0.5,9.689610525210778,39788,,,,,,,
36,0.5,9.689610525210778,39788,,,,,,,
37,0.5,9.689610525210778,39788,,,,,,,
38,0.5,9.689610525210778,39788,,,,,,,
39,0.5,9.689610525210778,39788,,,,,,,
40,0.5,9.689610525210778,39788,0.5492108173318588,0.0,0.0,0.0,0.5,0.45078918266814116,9947
41,0.5,9.689610525210778,39788,,,,,,,
42,0.5,9.689610525210778,39788,,,,,,,
43,0.5,9.689610525210778,39788,,,,,,,
44,0.5,9.689610525210778,39788,,,,,,,
45,0.5,9.689610525210778,39788,,,,,,,
46,0.5,9.689610525210778,39788,,,,,,,
47,0.5,9.689610525210778,39788,,,,,,,
48,0.5,9.689610525210778,39788,,,,,,,
49,0.5,9.689610525210778,39788,,,,,,,
50,0.5,9.689610525210778,39788,0.5041721121946315,0.45913900036483035,0.5613291703835861,0.5051173991571343,0.5092935436395324,0.45547617890867786,9947
1,25.0,0.19379221050421555,39788,0.5492108173318588,0.0,0.0,0.0,0.4965445916842573,0.44033193085073985,9947
1,0.5,9.689610525210778,39788,,,,,,,
2,0.5,9.689610525210778,39788,,,,,,,
3,0.5,9.689610525210778,39788,,,,,,,
4,0.5,9.689610525210778,39788,,,,,,,
5,0.5,9.689610525210778,39788,,,,,,,
6,0.5,9.689610525210778,39788,,,,,,,
7,0.5,9.689610525210778,39788,,,,,,,
8,0.5,9.689610525210778,39788,,,,,,,
9,0.5,9.689610525210778,39788,,,,,,,
10,0.5,9.689610525210778,39788,0.5489092188599578,0.42105263157894735,0.001784121320249777,0.0035531867643793028,0.4998852878246865,0.45073612905335225,9947
11,0.5,9.689610525210778,39788,,,,,,,
12,0.5,9.689610525210778,39788,,,,,,,
13,0.5,9.689610525210778,39788,,,,,,,
14,0.5,9.689610525210778,39788,,,,,,,
15,0.5,9.689610525210778,39788,,,,,,,
16,0.5,9.689610525210778,39788,,,,,,,
17,0.5,9.689610525210778,39788,,,,,,,
18,0.5,9.689610525210778,39788,,,,,,,
19,0.5,9.689610525210778,39788,,,,,,,
20,0.5,9.689610525210778,39788,0.5492108173318588,0.0,0.0,0.0,0.5,0.45078918266814116,9947
21,0.5,9.689610525210778,39788,,,,,,,
22,0.5,9.689610525210778,39788,,,,,,,
23,0.5,9.689610525210778,39788,,,,,,,
24,0.5,9.689610525210778,39788,,,,,,,
25,0.5,9.689610525210778,39788,,,,,,,
26,0.5,9.689610525210778,39788,,,,,,,
27,0.5,9.689610525210778,39788,,,,,,,
28,0.5,9.689610525210778,39788,,,,,,,
29,0.5,9.689610525210778,39788,,,,,,,
30,0.5,9.689610525210778,39788,0.5456921684930129,0.4444444444444444,0.031222123104371096,0.05834548864346739,0.49959422098839273,0.4505910864702559,9947
31,0.5,9.689610525210778,39788,,,,,,,
32,0.5,9.689610525210778,39788,,,,,,,
33,0.5,9.689610525210778,39788,,,,,,,
34,0.5,9.689610525210778,39788,,,,,,,
35,0.5,9.689610525210778,39788,,,,,,,
36,0.5,9.689610525210778,39788,,,,,,,
37,0.5,9.689610525210778,39788,,,,,,,
38,0.5,9.689610525210778,39788,,,,,,,
39,0.5,9.689610525210778,39788,,,,,,,
40,0.5,9.689610525210778,39788,0.54951241580376,0.5384615384615384,0.004683318465655665,0.009285872208711032,0.5006942127748376,0.4511997802309559,9947
41,0.5,9.689610525210778,39788,,,,,,,
42,0.5,9.689610525210778,39788,,,,,,,
43,0.5,9.689610525210778,39788,,,,,,,
44,0.5,9.689610525210778,39788,,,,,,,
45,0.5,9.689610525210778,39788,,,,,,,
46,0.5,9.689610525210778,39788,,,,,,,
47,0.5,9.689610525210778,39788,,,,,,,
48,0.5,9.689610525210778,39788,,,,,,,
49,0.5,9.689610525210778,39788,,,,,,,
50,0.5,9.689610525210778,39788,0.5492108173318588,0.0,0.0,0.0,0.5,0.45078918266814116,9947
1,0.5,9.689610525210778,39788,,,,,,,
2,0.5,9.689610525210778,39788,,,,,,,
3,0.5,9.689610525210778,39788,,,,,,,
4,0.5,9.689610525210778,39788,,,,,,,
5,0.5,9.689610525210778,39788,,,,,,,
6,0.5,9.689610525210778,39788,,,,,,,
7,0.5,9.689610525210778,39788,,,,,,,
8,0.5,9.689610525210778,39788,,,,,,,
9,0.5,9.689610525210778,39788,,,,,,,
10,0.5,9.689610525210778,39788,0.4760229214838645,0.44807417974322394,0.7004906333630687,0.5465460240125283,0.49613585301688123,0.44888734854968326,9947
11,0.5,9.689610525210778,39788,,,,,,,
12,0.5,9.689610525210778,39788,,,,,,,
13,0.5,9.689610525210778,39788,,,,,,,
14,0.5,9.689610525210778,39788,,,,,,,
15,0.5,9.689610525210778,39788,,,,,,,
16,0.5,9.689610525210778,39788,,,,,,,
17,0.5,9.689610525210778,39788,,,,,,,
18,0.5,9.689610525210778,39788,,,,,,,
19,0.5,9.689610525210778,39788,,,,,,,
20,0.5,9.689610525210778,39788,0.49502362521363225,0.44589439871511743,0.4953166815343443,0.46930797675647123,0.49504988387535453,0.44836471452370186,9947
21,0.5,9.689610525210778,39788,,,,,,,
22,0.5,9.689610525210778,39788,,,,,,,
23,0.5,9.689610525210778,39788,,,,,,,
24,0.5,9.689610525210778,39788,,,,,,,
25,0.5,9.689610525210778,39788,,,,,,,
26,0.5,9.689610525210778,39788,,,,,,,
27,0.5,9.689610525210778,39788,,,,,,,
28,0.5,9.689610525210778,39788,,,,,,,
29,0.5,9.689610525210778,39788,,,,,,,
30,0.5,9.689610525210778,39788,0.45078918266814116,0.45078918266814116,1.0,0.621439955651029,0.5,0.45078918266814116,9947
31,0.5,9.689610525210778,39788,,,,,,,
32,0.5,9.689610525210778,39788,,,,,,,
33,0.5,9.689610525210778,39788,,,,,,,
34,0.5,9.689610525210778,39788,,,,,,,
35,0.5,9.689610525210778,39788,,,,,,,
36,0.5,9.689610525210778,39788,,,,,,,
37,0.5,9.689610525210778,39788,,,,,,,
38,0.5,9.689610525210778,39788,,,,,,,
39,0.5,9.689610525210778,39788,,,,,,,
40,0.5,9.689610525210778,39788,0.4505881170202071,0.4506787330316742,0.9995539696699376,0.6212488737958278,0.4997769848349688,0.450678782295562,9947
41,0.5,9.689610525210778,39788,,,,,,,
42,0.5,9.689610525210778,39788,,,,,,,
43,0.5,9.689610525210778,39788,,,,,,,
44,0.5,9.689610525210778,39788,,,,,,,
45,0.5,9.689610525210778,39788,,,,,,,
46,0.5,9.689610525210778,39788,,,,,,,
47,0.5,9.689610525210778,39788,,,,,,,
48,0.5,9.689610525210778,39788,,,,,,,
49,0.5,9.689610525210778,39788,,,,,,,
50,0.5,9.689610525210778,39788,0.45078918266814116,0.45078918266814116,1.0,0.621439955651029,0.5,0.45078918266814116,9947
1,0.5,9.689610525210778,39788,,,,,,,
2,0.5,9.689610525210778,39788,,,,,,,
3,0.5,9.689610525210778,39788,,,,,,,
4,0.5,9.689610525210778,39788,,,,,,,
5,0.5,9.689610525210778,39788,,,,,,,
6,0.5,9.689610525210778,39788,,,,,,,
7,0.5,9.689610525210778,39788,,,,,,,
8,0.5,9.689610525210778,39788,,,,,,,
9,0.5,9.689610525210778,39788,,,,,,,
10,0.5,9.689610525210778,39788,0.5479038906202875,0.4940421631530706,0.12020517395182873,0.19336322869955158,0.5095808955975508,0.45598841471126716,9947
11,0.5,9.689610525210778,39788,,,,,,,
12,0.5,9.689610525210778,39788,,,,,,,
13,0.5,9.689610525210778,39788,,,,,,,
14,0.5,9.689610525210778,39788,,,,,,,
15,0.5,9.689610525210778,39788,,,,,,,
16,0.5,9.689610525210778,39788,,,,,,,
17,0.5,9.689610525210778,39788,,,,,,,
18,0.5,9.689610525210778,39788,,,,,,,
19,0.5,9.689610525210778,39788,,,,,,,
20,0.5,9.689610525210778,39788,0.5492108173318588,0.0,0.0,0.0,0.5,0.45078918266814116,9947
21,0.5,9.689610525210778,39788,,,,,,,
22,0.5,9.689610525210778,39788,,,,,,,
23,0.5,9.689610525210778,39788,,,,,,,
24,0.5,9.689610525210778,39788,,,,,,,
25,0.5,9.689610525210778,39788,,,,,,,
26,0.5,9.689610525210778,39788,,,,,,,
27,0.5,9.689610525210778,39788,,,,,,,
28,0.5,9.689610525210778,39788,,,,,,,
29,0.5,9.689610525210778,39788,,,,,,,
30,0.5,9.689610525210778,39788,0.5492108173318588,0.0,0.0,0.0,0.5,0.45078918266814116,9947
31,0.5,9.689610525210778,39788,,,,,,,
32,0.5,9.689610525210778,39788,,,,,,,
33,0.5,9.689610525210778,39788,,,,,,,
34,0.5,9.689610525210778,39788,,,,,,,
35,0.5,9.689610525210778,39788,,,,,,,
36,0.5,9.689610525210778,39788,,,,,,,
37,0.5,9.689610525210778,39788,,,,,,,
38,0.5,9.689610525210778,39788,,,,,,,
39,0.5,9.689610525210778,39788,,,,,,,
40,0.5,9.689610525210778,39788,0.5492108173318588,0.0,0.0,0.0,0.5,0.45078918266814116,9947
41,0.5,9.689610525210778,39788,,,,,,,
42,0.5,9.689610525210778,39788,,,,,,,
43,0.5,9.689610525210778,39788,,,,,,,
44,0.5,9.689610525210778,39788,,,,,,,
45,0.5,9.689610525210778,39788,,,,,,,
46,0.5,9.689610525210778,39788,,,,,,,
47,0.5,9.689610525210778,39788,,,,,,,
48,0.5,9.689610525210778,39788,,,,,,,
49,0.5,9.689610525210778,39788,,,,,,,
50,0.5,9.689610525210778,39788,0.5492108173318588,0.0,0.0,0.0,0.5,0.45078918266814116,9947
1,1.0,4.844805262605389,39788,,,,,,,
2,1.0,4.844805262605389,39788,,,,,,,
3,1.0,4.844805262605389,39788,,,,,,,
4,1.0,4.844805262605389,39788,,,,,,,
5,1.0,4.844805262605389,39788,,,,,,,
6,1.0,4.844805262605389,39788,,,,,,,
7,1.0,4.844805262605389,39788,,,,,,,
8,1.0,4.844805262605389,39788,,,,,,,
9,1.0,4.844805262605389,39788,,,,,,,
10,1.0,4.844805262605389,39788,0.5184477731979491,0.46090955544200307,0.4023193577163247,0.42962610145272684,0.5080423440604321,0.4548608045423711,9947
11,1.0,4.844805262605389,39788,,,,,,,
12,1.0,4.844805262605389,39788,,,,,,,
13,1.0,4.844805262605389,39788,,,,,,,
14,1.0,4.844805262605389,39788,,,,,,,
15,1.0,4.844805262605389,39788,,,,,,,
16,1.0,4.844805262605389,39788,,,,,,,
17,1.0,4.844805262605389,39788,,,,,,,
18,1.0,4.844805262605389,39788,,,,,,,
19,1.0,4.844805262605389,39788,,,,,,,
20,1.0,4.844805262605389,39788,0.5447873730773097,0.44054054054054054,0.03635147190008921,0.06716110424392253,0.49923010168315823,0.4504166294418256,9947
21,1.0,4.844805262605389,39788,,,,,,,
22,1.0,4.844805262605389,39788,,,,,,,
23,1.0,4.844805262605389,39788,,,,,,,
24,1.0,4.844805262605389,39788,,,,,,,
25,1.0,4.844805262605389,39788,,,,,,,
26,1.0,4.844805262605389,39788,,,,,,,
27,1.0,4.844805262605389,39788,,,,,,,
28,1.0,4.844805262605389,39788,,,,,,,
29,1.0,4.844805262605389,39788,,,,,,,
30,1.0,4.844805262605389,39788,0.5487081532120237,0.2727272727272727,0.0006690454950936663,0.0013348164627363737,0.4996023243217735,0.45067005114944747,9947
31,1.0,4.844805262605389,39788,,,,,,,
32,1.0,4.844805262605389,39788,,,,,,,
33,1.0,4.844805262605389,39788,,,,,,,
34,1.0,4.844805262605389,39788,,,,,,,
35,1.0,4.844805262605389,39788,,,,,,,
36,1.0,4.844805262605389,39788,,,,,,,
37,1.0,4.844805262605389,39788,,,,,,,
38,1.0,4.844805262605389,39788,,,,,,,
39,1.0,4.844805262605389,39788,,,,,,,
40,1.0,4.844805262605389,39788,0.5487081532120237,0.391304347826087,0.002007136485280999,0.0039937874417572666,0.49972222099753705,0.4506697884858088,9947
41,1.0,4.844805262605389,39788,,,,,,,
42,1.0,4.844805262605389,39788,,,,,,,
43,1.0,4.844805262605389,39788,,,,,,,
44,1.0,4.844805262605389,39788,,,,,,,
45,1.0,4.844805262605389,39788,,,,,,,
46,1.0,4.844805262605389,39788,,,,,,,
47,1.0,4.844805262605389,39788,,,,,,,
48,1.0,4.844805262605389,39788,,,,,,,
49,1.0,4.844805262605389,39788,,,,,,,
50,1.0,4.844805262605389,39788,0.5392580677591233,0.4786729857819905,0.24776984834968777,0.32652461425422485,0.5131399122766195,0.45769794833707217,9947
1,2.0,2.4224026313026945,39788,,,,,,,
2,2.0,2.4224026313026945,39788,,,,,,,
3,2.0,2.4224026313026945,39788,,,,,,,
4,2.0,2.4224026313026945,39788,,,,,,,
5,2.0,2.4224026313026945,39788,,,,,,,
6,2.0,2.4224026313026945,39788,,,,,,,
7,2.0,2.4224026313026945,39788,,,,,,,
8,2.0,2.4224026313026945,39788,,,,,,,
9,2.0,2.4224026313026945,39788,,,,,,,
10,2.0,2.4224026313026945,39788,0.5116115411681914,0.4590630472854641,0.4676628010704728,0.463323022536456,0.5076736117744822,0.4546585613707562,9947
11,2.0,2.4224026313026945,39788,,,,,,,
12,2.0,2.4224026313026945,39788,,,,,,,
13,2.0,2.4224026313026945,39788,,,,,,,
14,2.0,2.4224026313026945,39788,,,,,,,
15,2.0,2.4224026313026945,39788,,,,,,,
16,2.0,2.4224026313026945,39788,,,,,,,
17,2.0,2.4224026313026945,39788,,,,,,,
18,2.0,2.4224026313026945,39788,,,,,,,
19,2.0,2.4224026313026945,39788,,,,,,,
20,2.0,2.4224026313026945,39788,0.5492108173318588,0.0,0.0,0.0,0.5,0.45078918266814116,9947
21,2.0,2.4224026313026945,39788,,,,,,,
22,2.0,2.4224026313026945,39788,,,,,,,
23,2.0,2.4224026313026945,39788,,,,,,,
24,2.0,2.4224026313026945,39788,,,,,,,
25,2.0,2.4224026313026945,39788,,,,,,,
26,2.0,2.4224026313026945,39788,,,,,,,
27,2.0,2.4224026313026945,39788,,,,,,,
28,2.0,2.4224026313026945,39788,,,,,,,
29,2.0,2.4224026313026945,39788,,,,,,,
30,2.0,2.4224026313026945,39788,0.5022619885392581,0.46029586804965145,0.6037020517395183,0.5223347805113362,0.5113980221824771,0.4565305287360131,9947
31,2.0,2.4224026313026945,39788,,,,,,,
32,2.0,2.4224026313026945,39788,,,,,,,
33,2.0,2.4224026313026945,39788,,,,,,,
34,2.0,2.4224026313026945,39788,,,,,,,
35,2.0,2.4224026313026945,39788,,,,,,,
36,2.0,2.4224026313026945,39788,,,,,,,
37,2.0,2.4224026313026945,39788,,,,,,,
38,2.0,2.4224026313026945,39788,,,,,,,
39,2.0,2.4224026313026945,39788,,,,,,,
40,2.0,2.4224026313026945,39788,0.46707550015079924,0.453721536195763,0.8931757359500446,0.6017579445571332,0.5052552668401147,0.4534082896882405,9947
41,2.0,2.4224026313026945,39788,,,,,,,
42,2.0,2.4224026313026945,39788,,,,,,,
43,2.0,2.4224026313026945,39788,,,,,,,
44,2.0,2.4224026313026945,39788,,,,,,,
45,2.0,2.4224026313026945,39788,,,,,,,
46,2.0,2.4224026313026945,39788,,,,,,,
47,2.0,2.4224026313026945,39788,,,,,,,
48,2.0,2.4224026313026945,39788,,,,,,,
49,2.0,2.4224026313026945,39788,,,,,,,
50,2.0,2.4224026313026945,39788,0.5431788478938373,0.45548961424332346,0.06846565566458519,0.11903838697169446,0.5006432250499386,0.45111100079784255,9947
1,5.0,0.9689610525210778,39788,,,,,,,
2,5.0,0.9689610525210778,39788,,,,,,,
3,5.0,0.9689610525210778,39788,,,,,,,
4,5.0,0.9689610525210778,39788,,,,,,,
5,5.0,0.9689610525210778,39788,,,,,,,
6,5.0,0.9689610525210778,39788,,,,,,,
7,5.0,0.9689610525210778,39788,,,,,,,
8,5.0,0.9689610525210778,39788,,,,,,,
9,5.0,0.9689610525210778,39788,,,,,,,
